wind_speed,swr,a_seiche,par_id
0.88565,1.3376,0.0018788,p0322
1.1706,0.9285,0.0012942,p0323
0.65347,1.4467,0.0015558,p0324
1.0307,0.96318,0.0020837,p0325
0.72769,1.027,0.0019309,p0326
1.3124,1.0237,0.0017408,p0327
1.358,0.5268,0.0014398,p0328
1.1316,1.0518,0.0015725,p0329
0.65204,1.232,0.0020207,p0330
1.1166,0.55614,0.0016118,p0331
0.78227,1.2965,0.0027443,p0332
0.89896,1.1937,0.0019731,p0333
0.5514,0.81812,0.0029722,p0334
0.79785,1.1111,0.0017328,p0335
1.4024,1.1815,0.0017513,p0336
0.97322,1.3545,0.0023571,p0337
1.3548,1.113,0.0013524,p0338
0.80606,0.86988,0.0019057,p0339
0.79914,1.0604,0.0011998,p0340
1.3994,1.3537,0.0021081,p0341
1.3369,1.0918,0.0022889,p0342
1.2719,0.98055,0.0025435,p0343
0.98256,1.1892,0.0017885,p0344
0.8656,1.3723,0.0009253,p0345
0.9458,0.96402,0.0021799,p0346
1.1099,1.0546,0.001435,p0347
1.4875,0.66572,0.0020033,p0348
0.98533,1.263,0.0019114,p0349
1.4741,0.67507,0.0018553,p0350
1.3753,0.94862,0.001363,p0351
1.2146,1.251,0.0014073,p0352
0.80283,1.195,0.00194,p0353
0.91927,1.3406,0.0017372,p0354
0.97004,0.52038,0.0023357,p0355
1.1829,0.51712,0.0020007,p0356
0.74607,1.0713,0.0024518,p0357
0.59253,0.94511,0.0014159,p0358
1.1303,1.0095,0.0015803,p0359
1.3153,0.56766,0.0010093,p0360
1.0575,0.78748,0.001518,p0361
0.84757,1.2232,0.0017679,p0362
1.2228,1.4127,0.0026091,p0363
1.108,1.0127,0.0019394,p0364
0.56143,0.68774,0.0022118,p0365
0.93256,0.89265,0.001038,p0366
1.2728,1.0337,0.002016,p0367
1.2421,1.0621,0.0017802,p0368
0.6491,1.1632,0.0011511,p0369
1.3562,0.76267,0.0029935,p0370
1.1429,0.78528,0.0014879,p0371
1.427,1.0942,0.0028685,p0372
0.74788,1.3665,0.0013838,p0373
0.62159,0.64474,0.0026396,p0374
0.90109,0.66702,0.0027482,p0375
0.94699,0.70126,0.00090332,p0376
1.35,1.3798,0.0024653,p0377
0.68596,1.1698,0.0028186,p0378
1.1903,1.4492,0.0016636,p0379
1.4201,1.3073,0.00094696,p0380
0.82888,1.3059,0.0014364,p0381
1.0215,0.71754,0.0018845,p0382
0.85921,0.74776,0.0019945,p0383
1.302,1.4694,0.001331,p0384
1.3595,0.79104,0.0017848,p0385
0.98828,0.77479,0.0029163,p0386
0.97118,1.004,0.0014329,p0387
1.3622,0.76083,0.0016391,p0388
1.3322,1.268,0.0025318,p0389
1.4837,1.4474,0.00091684,p0390
0.5248,0.58042,0.00177,p0391
1.1837,1.1079,0.0012799,p0392
0.53852,0.99819,0.0026131,p0393
0.53006,0.50934,0.0012498,p0394
0.50754,1.1759,0.0014039,p0395
0.72516,1.0469,0.0026317,p0396
0.58111,0.77968,0.0026988,p0397
0.56226,0.95495,0.0028101,p0398
0.76314,1.3276,0.0020921,p0399
1.3287,0.65523,0.0020905,p0400
1.3978,0.77241,0.0019264,p0401
0.94253,1.058,0.0024909,p0402
1.147,0.84642,0.0023954,p0403
0.8106,0.92223,0.0015719,p0404
1.0658,1.4982,0.0021405,p0405
0.93826,0.54045,0.0027542,p0406
0.91759,0.63815,0.00085129,p0407
0.79145,0.89492,0.0013336,p0408
1.1599,1.4579,0.0024982,p0409
1.3084,0.7554,0.0010528,p0410
1.3072,1.3625,0.0013138,p0411
1.2936,0.83232,0.0012064,p0412
0.5414,0.76301,0.0015513,p0413
1.2988,1.1741,0.00089612,p0414
1.2344,1.0273,0.0016362,p0415
1.165,1.2461,0.0024234,p0416
1.3257,0.85511,0.0011244,p0417
0.79022,0.91755,0.0010739,p0418
0.73293,1.0142,0.0028086,p0419
0.59315,1.2084,0.002146,p0420
1.4318,1.0325,0.0018526,p0421
0.60407,0.64717,0.0015223,p0422
1.3068,1.3263,0.0024062,p0423
0.93363,1.089,0.0010544,p0424
0.75381,0.97142,0.0021582,p0425
1.0459,0.58702,0.0025039,p0426
1.4673,1.3711,0.0018257,p0427
0.91049,1.3186,0.0010618,p0428
1.0037,0.87839,0.0022049,p0429
0.65088,1.1613,0.0016112,p0430
1.3658,1.1248,0.0028884,p0431
0.56707,1.2351,0.0010289,p0432
0.52586,0.8266,0.0029663,p0433
0.60973,1.3287,0.0011421,p0434
1.4698,0.51029,0.0013514,p0435
1.4966,1.2046,0.0014511,p0436
1.2268,1.0211,0.0025373,p0437
0.55358,0.77579,0.0029546,p0438
0.85323,1.4023,0.0024324,p0439
0.75107,1.0384,0.0014616,p0440
1.1438,0.53875,0.0022773,p0441
1.3481,0.87909,0.0016407,p0442
1.149,0.79361,0.001735,p0443
0.89644,1.2168,0.0024895,p0444
0.94419,1.4947,0.001525,p0445
1.1017,1.2066,0.0020408,p0446
0.80554,1.2971,0.0024565,p0447
0.55753,1.3013,0.0027212,p0448
0.8613,1.0374,0.0026216,p0449
1.0613,0.91644,0.0019919,p0450
1.4602,0.60246,0.0014705,p0451
1.2372,0.67146,0.002469,p0452
0.70513,1.2661,0.00084172,p0453
1.0102,0.84779,0.0028641,p0454
1.0831,0.54603,0.0021335,p0455
0.91251,0.53725,0.0013939,p0456
0.54534,0.84507,0.0028269,p0457
1.2647,0.5785,0.0027522,p0458
1.1412,1.0555,0.0026834,p0459
1.2764,1.2419,0.0017562,p0460
1.1877,0.72965,0.00267,p0461
1.451,1.2905,0.002815,p0462
1.0341,0.53657,0.0017081,p0463
0.87764,0.83459,0.0016872,p0464
1.4757,1.3617,0.0029631,p0465
0.61295,1.4514,0.0020133,p0466
1.4033,1.0433,0.0017974,p0467
1.1353,1.3869,0.001266,p0468
1.3359,0.88331,0.002977,p0469
1.3475,0.5893,0.0014952,p0470
1.3375,0.79038,0.0022628,p0471
0.69301,0.52327,0.00094024,p0472
1.1264,1.4914,0.0011408,p0473
1.2111,0.74291,0.001888,p0474
0.68841,1.4345,0.0010336,p0475
1.0361,1.1302,0.00086004,p0476
0.96493,1.3856,0.0020108,p0477
1.1841,1.4,0.0011212,p0478
0.88887,0.61963,0.0014756,p0479
1.3796,1.0837,0.0011113,p0480
1.2528,0.68501,0.0020871,p0481
0.54603,0.69858,0.001516,p0482
0.79279,0.67832,0.0012864,p0483
0.87414,1.2986,0.0015015,p0484
1.0331,0.94478,0.0025287,p0485
0.81951,0.92612,0.0011895,p0486
0.52636,0.60962,0.0019602,p0487
0.61855,0.93389,0.00095762,p0488
0.88002,0.71245,0.002704,p0489
0.6517,1.4881,0.002629,p0490
0.71085,0.56308,0.0027176,p0491
0.58738,0.6682,0.0025687,p0492
0.85409,1.3127,0.0022984,p0493
0.56418,0.96801,0.00087167,p0494
0.60605,1.1179,0.0012292,p0495
1.3301,0.5966,0.0018721,p0496
1.051,0.85208,0.0010903,p0497
0.66017,1.0539,0.0025589,p0498
0.57463,1.3843,0.0012837,p0499
1.4526,1.3767,0.0029511,p0500
0.59779,0.62967,0.002948,p0501
0.57709,1.1764,0.0028961,p0502
0.80833,1.0957,0.0026654,p0503
1.3096,1.2439,0.0023438,p0504
0.64167,1.2038,0.0013868,p0505
0.53215,1.212,0.0020364,p0506
1.4381,1.4329,0.0022975,p0507
0.65987,1.0876,0.0016055,p0508
0.54489,0.77172,0.0014236,p0509
0.74092,0.95507,0.001264,p0510
1.0134,0.84089,0.0024936,p0511
1.2162,1.1103,0.0020066,p0512
0.84477,0.50302,0.00080178,p0513
0.71897,1.4383,0.0011672,p0514
1.4216,1.0309,0.0016153,p0515
0.51698,0.84493,0.0020825,p0516
1.2463,1.2744,0.00091076,p0517
1.3672,1.1038,0.0011782,p0518
0.84596,1.4109,0.0017455,p0519
1.1493,0.88478,0.002654,p0520
1.0699,1.4594,0.0024522,p0521
0.84082,0.8955,0.0025971,p0522
1.4254,1.332,0.0017743,p0523
0.56068,0.74346,0.002644,p0524
0.97989,0.90412,0.0013085,p0525
0.93722,0.97013,0.0012139,p0526
0.85886,1.4906,0.0011047,p0527
0.73892,0.99578,0.0018326,p0528
0.67141,1.3102,0.001693,p0529
0.70976,1.432,0.0013489,p0530
1.0148,0.68189,0.0029301,p0531
0.89398,0.82319,0.0010619,p0532
0.64289,1.0802,0.0019363,p0533
1.3618,0.69962,0.0029187,p0534
0.79464,0.74441,0.0026554,p0535
0.7981,0.61464,0.0020035,p0536
0.75244,1.1782,0.0019513,p0537
0.5542,1.3368,0.0029382,p0538
0.6917,0.73848,0.0019621,p0539
0.85753,1.4239,0.0029001,p0540
1.4334,0.64547,0.0026582,p0541
1.3414,0.8381,0.0023868,p0542
0.74599,1.4421,0.0026332,p0543
0.87202,1.1502,0.00098022,p0544
0.78789,0.88856,0.0018806,p0545
1.4299,1.3216,0.0023254,p0546
0.68968,0.93288,0.0020667,p0547
0.99995,1.2784,0.0011941,p0548
1.2497,0.642,0.0015772,p0549
0.52981,1.3824,0.0019985,p0550
0.65717,1.4991,0.0011134,p0551
0.64392,1.396,0.0020951,p0552
0.86448,0.75901,0.00086205,p0553
1.0323,0.87665,0.0013202,p0554
0.66453,0.52294,0.0014119,p0555
0.6993,0.72251,0.0018143,p0556
0.54261,1.4339,0.0013634,p0557
1.3422,0.56639,0.0013077,p0558
1.2254,0.59189,0.0025609,p0559
0.65875,1.1663,0.0014551,p0560
1.0631,0.64883,0.00095924,p0561
1.038,1.3694,0.0027378,p0562
0.77764,1.398,0.0025097,p0563
0.98178,0.55253,0.0018893,p0564
0.56848,1.339,0.0025857,p0565
0.61715,1.1258,0.00085295,p0566
1.2916,1.1449,0.0018094,p0567
1.4569,0.99643,0.0027955,p0568
0.83996,1.4753,0.00097402,p0569
1.4992,1.4456,0.0016852,p0570
0.95142,1.4629,0.0015694,p0571
0.82689,0.63065,0.0025534,p0572
0.97801,1.2174,0.0017308,p0573
1.0271,1.3347,0.0028212,p0574
1.314,1.0822,0.00087874,p0575
1.2179,0.67311,0.0029136,p0576
1.3587,0.94236,0.0029566,p0577
1.2831,0.92541,0.00090636,p0578
0.5036,1.2199,0.0021245,p0579
1.338,1.428,0.001762,p0580
0.92624,0.90328,0.0016667,p0581
0.66226,1.0978,0.0012924,p0582
1.054,0.80131,0.0016087,p0583
1.2756,1.3903,0.0028562,p0584
0.84284,1.1524,0.0024862,p0585
1.0872,1.1927,0.0025223,p0586
1.1251,1.4012,0.001466,p0587
1.2533,1.0246,0.0023413,p0588
0.79629,0.76633,0.0023733,p0589
0.90918,1.4411,0.0026694,p0590
1.2588,1.2093,0.0023062,p0591
0.68617,0.8118,0.0028296,p0592
0.78063,0.67667,0.00099473,p0593
1.1378,0.5943,0.00091341,p0594
0.82111,1.3839,0.00098333,p0595
0.83267,1.4161,0.001512,p0596
0.55811,0.82164,0.0014565,p0597
0.82514,1.0473,0.0011701,p0598
0.73429,1.2207,0.0012478,p0599
0.50967,0.63729,0.0016568,p0600
1.2829,0.71845,0.0016981,p0601
1.4659,1.0152,0.0025992,p0602
0.58859,1.4661,0.0017492,p0603
1.3718,0.6082,0.002968,p0604
0.66892,0.70525,0.0028525,p0605
1.1601,0.92762,0.00089263,p0606
1.3771,0.77888,0.0020591,p0607
1.2056,1.4054,0.0021625,p0608
0.76686,0.95733,0.002943,p0609
0.56511,0.7989,0.00224,p0610
1.3605,1.2559,0.0010288,p0611
0.86756,1.2509,0.0012094,p0612
1.0385,1.4229,0.0017832,p0613
0.86967,0.74153,0.0010028,p0614
1.3819,0.81013,0.0027639,p0615
0.93149,0.85439,0.002849,p0616
0.8737,1.229,0.0010858,p0617
0.6963,1.3811,0.0029827,p0618
0.91528,0.95261,0.00085006,p0619
0.91612,0.66466,0.002867,p0620
0.74926,0.73182,0.0024834,p0621
0.94077,1.0222,0.0011752,p0622
0.70216,0.88664,0.002243,p0623
1.1342,0.99333,0.0024043,p0624
1.2973,1.4294,0.001312,p0625
1.4558,1.0027,0.0028234,p0626
1.3233,1.2947,0.0027771,p0627
0.67764,1.1689,0.00169,p0628
0.91358,0.68831,0.0021995,p0629
1.0738,0.96607,0.0028729,p0630
0.72383,1.1477,0.0024275,p0631
1.1087,0.55713,0.0019135,p0632
1.4059,1.3088,0.0014822,p0633
0.93462,1.2793,0.00093264,p0634
0.76948,0.82866,0.0022861,p0635
1.3538,0.59949,0.0021714,p0636
1.139,1.4374,0.0027089,p0637
0.5128,1.1292,0.0029209,p0638
1.2997,1.1323,0.0020326,p0639
1.0958,1.2868,0.0021103,p0640
0.74473,1.2562,0.0017946,p0641
1.2389,1.408,0.0018769,p0642
1.2305,0.98895,0.001886,p0643
0.99496,1.3752,0.0020482,p0644
1.2616,0.68091,0.0020452,p0645
1.2628,0.58487,0.00095001,p0646
1.0551,0.66603,0.00087025,p0647
0.82935,0.70338,0.0019292,p0648
0.84354,0.98907,0.0020861,p0649
0.78196,0.55439,0.0016225,p0650
1.1921,1.0986,0.0021653,p0651
1.3342,0.95158,0.0029287,p0652
1.2819,1.0087,0.0024203,p0653
1.4429,1.3484,0.0013999,p0654
1.1815,0.88196,0.0028473,p0655
1.0603,1.1796,0.0017857,p0656
0.66713,0.94132,0.0023323,p0657
1.0044,0.73048,0.0028933,p0658
0.55669,1.344,0.0010572,p0659
1.3217,1.2654,0.0026274,p0660
0.97401,0.65666,0.0010127,p0661
0.82248,0.77675,0.0025747,p0662
0.81231,0.6178,0.0013975,p0663
0.96377,0.63337,0.0011434,p0664
0.71544,1.449,0.0009279,p0665
1.1693,1.1217,0.002318,p0666
1.4617,0.73539,0.0018132,p0667
0.96874,1.0652,0.00159,p0668
1.3434,0.62889,0.0022594,p0669
0.77578,0.86556,0.0029973,p0670
1.368,0.78113,0.0012369,p0671
0.72696,1.0197,0.0010987,p0672
0.84601,1.3113,0.0021699,p0673
1.4401,0.51938,0.0022488,p0674
0.57136,1.4503,0.0021893,p0675
0.58039,1.0672,0.0027931,p0676
1.3783,1.4842,0.0028634,p0677
1.4864,1.4073,0.00096877,p0678
1.2678,1.3354,0.0015143,p0679
0.61405,0.97498,0.00136,p0680
1.1685,0.98205,0.0026165,p0681
1.2907,0.73747,0.0026885,p0682
1.4109,1.3157,0.0018456,p0683
0.96246,1.1152,0.0018013,p0684
0.50155,0.89607,0.0026616,p0685
0.95696,1.2853,0.0027725,p0686
1.4435,0.72534,0.0018651,p0687
1.3504,0.76193,0.002713,p0688
1.0806,1.4738,0.0023459,p0689
1.0939,1.36,0.0023842,p0690
0.51038,1.0867,0.0029043,p0691
0.59867,1.1432,0.0020346,p0692
0.80039,0.61269,0.0019037,p0693
0.77885,1.4671,0.0010371,p0694
1.3842,0.94383,0.0014722,p0695
1.3018,0.52531,0.0018238,p0696
1.1769,0.92481,0.0014987,p0697
1.3245,0.89377,0.0026475,p0698
0.66599,0.78069,0.0028395,p0699
1.132,0.62376,0.0024117,p0700
1.1506,1.1726,0.0026485,p0701
1.1788,0.69428,0.0017767,p0702
1.0985,1.352,0.0011092,p0703
1.34,0.73946,0.0021754,p0704
